	time		xhc		yhc		b		k		rmax		deltap		vmax		vmax0		vtr		vtrx		vtry		bias		rmse
            0	       -103.6	         13.1	          1.2	            0	        20000	      620.377	       15.432	      7.09872	      7.11203	       -6.693	      2.40515	          nan	          nan
            9	       -105.6	         13.8	     0.811115	     0.131245	      25656.1	      1266.91	       20.576	      18.1308	       6.5405	     -6.08607	      2.39539	    -0.448984	     0.532353
           21	       -107.8	         14.7	     0.801056	     0.139053	      22276.1	       1442.4	       23.148	      19.2255	      6.04218	     -5.68656	       2.0423	    -0.301527	     0.749167
           33	       -110.2	         15.4	     0.903135	     0.110518	      15218.5	      2304.19	       28.292	      25.8012	      6.27605	     -6.00877	      1.81203	    -0.227898	      1.60846
           45	       -112.6	         16.1	       1.1175	     0.113858	      24603.2	      2016.77	       33.436	      26.8508	      6.05475	     -5.86777	      1.49307	    -0.345785	      1.87631
           69	       -117.1	           17	      1.08852	     0.126487	      25238.8	      2049.23	       33.436	      26.7127	      5.22917	     -4.98196	      1.58879	    -0.422962	      1.52621
           93	       -120.5	         18.8	      1.08852	     0.126487	      25238.8	      2298.71	       28.292	      21.8113	       4.2173	     -3.31503	      2.60696	          nan	          nan
          117	       -122.5	         20.5	      1.08852	     0.126487	      25238.8	       1538.8	       23.148	       18.753	      2.54311	     -1.86031	      1.73397	          nan	          nan
