	time		xhc		yhc		b		k		rmax		deltap		vmax		vmax0		vtr		vtrx		vtry		bias		rmse
            0	       -103.6	         13.1	          1.2	            0	        20000	      620.377	       15.432	      7.09872	      7.11203	       -6.693	      2.40515	          nan	          nan
            9	       -105.6	         13.8	      0.81004	     0.133523	      26084.9	      1269.64	       20.576	      18.1383	       6.5405	     -6.08607	      2.39539	    -0.353855	     0.446993
           21	       -107.8	         14.7	     0.807277	     0.120625	      24636.5	       1437.8	       23.148	      19.2692	      6.04218	     -5.68656	       2.0423	    -0.147422	     0.724294
           33	       -110.2	         15.4	     0.911475	     0.143786	      14424.7	      2280.38	       28.292	      25.7858	      6.27605	     -6.00877	      1.81203	    -0.221236	      1.60365
           45	       -112.6	         16.1	      1.10074	     0.113125	      24008.2	      2045.64	       33.436	      26.8387	      6.05475	     -5.86777	      1.49307	    -0.396794	        1.888
           69	       -117.1	           17	      1.07604	     0.142668	      23785.8	      2068.19	       33.436	      26.6816	      5.22917	     -4.98196	      1.58879	    -0.482941	      1.55117
           93	       -120.5	         18.8	      1.07604	     0.142668	      23785.8	      2325.37	       28.292	      21.8113	       4.2173	     -3.31503	      2.60696	          nan	          nan
          117	       -122.5	         20.5	      1.07604	     0.142668	      23785.8	      1556.65	       23.148	       18.753	      2.54311	     -1.86031	      1.73397	          nan	          nan
