	time1		vtr		cincl		sincl		vtrx		vtry
            0	      7.11203	    -0.943285	      0.33015	       -6.693	      2.40515
            9	       6.5405	    -0.933324	      0.35674	     -6.08607	      2.39539
           21	      6.04218	    -0.943311	     0.327697	     -5.68656	       2.0423
           33	      6.27605	    -0.960191	     0.279162	     -6.00877	      1.81203
           45	      6.05475	    -0.970322	     0.237218	     -5.86777	      1.49307
           69	      5.22917	    -0.952799	     0.290578	     -4.98196	      1.58879
           93	       4.2173	    -0.801173	     0.596435	     -3.31503	      2.60696
          117	      2.54311	    -0.753221	     0.657607	     -1.86031	      1.73397
