ID,lat,lon,name,status,COUNTRY
1650,70.98333,25.98333,Norway - Honningsvåg,active,
1651,46.0074,-1.17424,France - Ile d'Aix,active,
1652,18.15028,-65.435,Puerto Rico; U.S.A. - Isabel Segunda,active,
1653,-43.9733,168.6161,New Zealand - Jackson Bay,active,
1654,20.898,-156.472,"USA - Kahului, Maui",active,
1655,-2.801,-171.718,Kiribati - Kanton_KI,active,
1656,57.7317,-152.512,"USA - Kodiak Island, AK",active,
1657,28.67778,-17.76861,Spain - LaPalma,active,
1658,29.4496,-91.3381,"USA - LAWMA, Amerada Pass, LA",active,
1659,48.36,-4.78,France - Le Conquet,active,
1660,37.09883,-8.666838,Portugal - Lagos,active,
1661,53.4497,-3.0181,UK - Liverpool Test,active,
1662,-19.0525,-169.9214,Niue - Niue,active,
1663,-21.138,-175.1815,Tonga Island - Nuku'Alofa Harbour wharf,active,
1664,78.93333,11.95,Norway - Ny Ålesund,active,
1665,25.2,64.067,Pakistan - Ormara,active,
1666,-17.53309,-149.5727,"France - Papeete (Tahiti, French Polynesia)",active,
1667,34.75513,32.40882,Cyprus - Paphos,active,
1668,37.73,-25.68,Portugal - Ponta_Delgada_Azor,active,
1669,37.2903,13.5244,Italy - Porto empedocle,active,
1670,-12.966,40.4833,Moçambique - Pemba,active,
1671,-9.001,-158.051,Cook Islands - Penrhyn_CK,active,
1672,17.97253,-66.7618,"Puerto Rico; U.S.A. - Penuelas (Punta Guayanilla),",active,
1673,28.9317,-89.4067,"USA - Pilots Station East, SW Pass, LA",active,
1674,-19.5966,-70.2136,Chile - PISAGUA_CL,active,
1675,28.13,-15.41,Spain - Puerto de la Luz,active,
1676,-41.4833,-72.9666,Chile - Puerto_Montt_CL,active,
1677,30.403,-87.212,USA - Pensacola_FL,active,
1678,-4.78333,11.83333,Congo (Brazzaville) - Pointe Noire,active,
1679,54.32,-130.32,Canada - Prince Rupert,active,Canada
1680,-33.96666,25.63333,South-Africa - Port Elizabeth,active,
1681,70.388,-148.51,USA - Prudhoe_Bay_AK,active,
1682,35.92111,14.49417,Malta - Portomaso,active,
1683,42.5201,3.10733,France - Port-Vendres,active,
1684,42.5201,3.10733,France - Port-Vendres2,active,
1685,60.7176,-46.035,"Denmark - Qaqortoq, Julianehab",active,
1686,13.7751,109.2543,Viet Nam - Qui_Nhon,active,
1687,-21.2049,-159.7852,Cook Islands - Avatiu Rarotonga harbour wharf,active,
1688,-20.92,55.28,France - Pointe des Galets (Reunion Island) FTP,active,
1689,64.86667,11.25,Norway - Rørvik,active,
1690,-10.708,123.0597,Indonesia - Rote,active,
1691,39.63389,-0.206111,Spain - Sagunto,active,
1692,70.4838,-21.962,"Denmark - Ittoqqortoormiit, Scoresbysund",active,
1693,1.7333,98.8,Indonesia - Sibolga,active,
1694,43.3952,-1.68162,France - Socoa,active,
1695,-9.4289,159.9555,Solomon Islands - Honiara,active,
1696,47.57,-52.72,Canada - St. Johns,active,Canada
1697,4.8846,-1.745,Ghana - Takoradi,active,
1698,1.2616,103.8516,Singapore - Tanjong Pagar,active,
1699,-37.64109,176.1812,New Zealand - Port of Tauranga,active,
1700,76.5434,-68.8626,"Denmark - Thule, Pituffik",active,
1701,49.15,-125.91,Canada - Tofino,active,Canada
1702,43.1229,5.91472,France - Toulon,active,
1703,58,7.566667,Norway - Tregde,active,
1704,47.64391,-3.447057,France - Port-Tudy (Groix island),active,
1705,-17.80592,-149.2953,France - Vairao (Tahiti Island - French Polynesia),active,
1706,39.44,-0.31,Spain - Valencia,active,
1707,70.33334,31.1,Norway - Vardø,active,
1708,54.16972,12.10333,Germany - Warnemünde,active,
1709,50.51,-129.03,Canada - Winter Harbour,active,
1710,-41.28462,174.7791,New Zealand - Wellington,active,
1711,9.5142,138.1246,Micronesia - Yap Island,active,
1712,-44.853,161.728,Station 55042 - Tasman Sea 2,active,
1713,40.76667,27.96667,Turkey - Marmara Ereglisi 30 s (real pos. is 42.96),active,
1714,-40.5808,-73.7372,Chile - Bahia Mansa_CL,active,
1715,44.65667,-67.21,"USA - Cutler Farris Wharf, ME",active,
1716,13.1,80.3,India - Chennai,active,
1717,9.96,76.26,India - Cochin,active,
1718,44.16,28.6,Romania - Constanta,active,
1719,-42.48055,-73.75833,Chile - Castro_CL,active,
1720,-29.88333,31.03333,South-Africa - Durban,active,
1721,43.48353,6.933767,France - La Figueirette,active,
1722,43.48353,6.933767,France - La Figueirette2,active,
1723,-10.7208,165.8019,Solomon Islands - Lata_Wharf_SB,active,
1724,-20.91847,167.2787,France - Lifou,active,
1725,4.0024,-81.6042,Colombia - Malpelo,active,
1726,-23.0975,-70.45083,Chile - Mejillones_CL,active,
1727,8.28,73.05,India - Minicoy,active,
1728,8.05,93.55,India - Nancowry,active,
1729,-21.98288,166.6833,New Caledonia - Ouinne,active,
1730,-20.80028,-70.19417,Chile - Patache_CL,active,
1731,-43.89833,-73.74833,Chile - Puerto Melinka_CL,active,
1732,12.05,-61.7333,"Grenada - Prickly Bay, Grenada",active,
1733,-53.12361,-70.86028,Chile - Punta Arenas_CL,active,
1734,11.68,92.76,India - Port Blair,active,
1735,15.3,-61.4,Dominica island - Roseau,active,
1736,42.63556,8.938056,France - Ile Rousse,active,
1737,42.63556,8.938056,France - Ile Rousse2,active,
1738,5.8333,95.3333,Indonesia - Sabang2,active,
1739,43.3952,-1.68162,France - Socoa,active,
1740,43.3952,-1.68162,France - Socoa2,active,
1741,43.3976,3.69911,France - Sète,active,
1742,-6.6928,156.4086,Solomon Islands - Tarekukure_Wharf_SB,active,
1743,17.68,83.28,India - Visakhapatnam,active,
1744,-22.9492,14.4986,Namibia - Walvis Bay,active,
1745,34.72708,33.33838,Cyprus - Zygi,active,
1746,42.11667,35.15,Turkey - Sinop 30 s (real pos. is 42.01667),active,
1747,37.13333,27.61667,Turkey - Bodrum 30 s (real pos. is 27.41667),active,
1793,19.7593,-72.19337,Haïti - Cap-Haïtien,active,Haïti 
1794,-47.75358,-65.9147,Argentina - Puerto Deseado,active,Argentina 
1795,14.60167,-61.06333,Martinique - Fort-de-France,active,Martinique 
1796,44.02,144.29,Japan - Abashiri,active,Japan 
1797,31.58,131.41,Japan - Aburatsu,active,Japan 
1798,17.89,-61.82,"Antigua, Barbuda & Redonda - Barbuda",active,"Antigua, Barbuda & Redonda "
1799,27.09,142.19,Japan - Chichijima,active,Japan 
1800,40.65,139.93,Japan - Fukaura,active,Japan 
1801,-23.11777,-134.9689,"France - Rikitea (French Polynesia, Gambier)",active,France 
1802,41.78,140.72,Japan - Hakodate,active,Japan 
1803,34.9,132.07,Japan - Hamada,active,Japan 
1804,31.83051,34.64155,Ashdod Port,active,Israel
1805,18.20814,-71.09216,Barahona,active,Dominican Republic
1806,-21.5478,167.8771,"Maré (New Caledonia, Loyalty Islands)",active,France
1807,-6.9479,110.4201,Semarang,active,Indonesia
1808,-11.445,113.607,Station 53046 - South Bali,active,Off-shore
1809,21.3218,-158.1193,Barbers Point,active,Hawaii; U.S.A.
1812,14.60167,-61.06333,"Fort-de-France, Martinique",active,France
1813,43.35917,6.7175,Port Ferréol,active,France
1814,42.98,144.37,Japan - Kushiro,active,Japan 
1815,33.48,135.77,Japan - Kushimoto,active,Japan 
1816,34.92,139.83,Japan - Mera,active,Japan 
1817,24.29,153.98,Japan - Minami-Tori-Shima,active,Japan 
1818,32.74,129.87,Japan - Nagasaki,active,Japan 
1819,37.5,137.16,Japan - Noto,active,Japan 
1820,-62.4788,-59.6644,Chile - Antarctica Base Prat,active,Chile 
1821,43.35917,6.7175,France - Port Ferréol 2,active,France 
1822,38.32,138.52,Japan - Sado,active,Japan 
1823,36.2,133.33,Japan - Saigo,active,Japan 
1824,20.15,92.9,Myanmar - Sittwe,active,Myanmar 
1825,36.76,137.11,Japan - Toyama,active,Japan 
1826,45.41,141.69,Japan - Wakkanai,active,Japan 
1827,16.2244,-61.53145,"Pointe à Pitre, Guadeloupe",active,France
1828,16.2244,-61.53145,"Pointe à Pitre, Guadeloupe",active,France
1829,46.4713,-56.1005,"Saint Pierre et Miquelon, Canada",active,France
1837,43.62477,13.50652,Italy - Ancona (ISPRA),active,Italy 
1838,41.44686,12.6348,Italy - Anzio (ISPRA),active,Italy 
1839,41.14021,16.86603,Italy - Bari (ISPRA),active,Italy 
1840,39.21019,9.114272,Italy - Cagliari (ISPRA),active,Italy 
1841,39.14797,8.309453,Italy - Carloforte (ISPRA),active,Italy 
1842,37.49808,15.09383,Italy - Catania (ISPRA),active,Italy 
1843,42.09396,11.78965,Italy - Civitavecchia (ISPRA),active,Italy 
1844,39.08358,17.13706,Italy - Crotone (ISPRA),active,Italy 
1845,41.20999,13.58974,Italy - Gaeta (ISPRA),active,Italy 
1846,44.41013,8.925517,Italy - Genova (ISPRA),active,Italy 
1847,38.78518,15.19077,Italy - Ginostra (ISPRA),active,Italy 
1848,43.87834,8.018864,Italy - Imperia (ISPRA),active,Italy 
1849,42.11888,15.50157,Italy - Isole Tremiti (ISPRA),active,Italy 
1850,44.09661,9.857644,Italy - La Spezia (ISPRA),active,Italy 
1851,35.49983,12.60444,Italy - Lampedusa (ISPRA),active,Italy 
1852,43.54629,10.29934,Italy - Livorno (ISPRA),active,Italy 
1853,42.74263,10.23833,Italy - Marina di Campo (ISPRA),active,Italy 
1854,38.19632,15.56351,Italy - Messina (ISPRA),active,Italy 
1855,40.8414,14.26919,Italy - Napoli (ISPRA),active,Italy 
1856,42.3559,14.41486,Italy - Ortona (ISPRA),active,Italy 
1857,40.14715,18.49709,Italy - Otranto (ISPRA),active,Italy 
1858,38.12141,13.37133,Italy - Palermo (ISPRA),active,Italy 
1859,40.02991,15.27529,Italy - Palinuro (ISPRA),active,Italy 
1860,40.89518,12.96559,Italy - Ponza (ISPRA),active,Italy 
1861,37.28576,13.52684,Italy - Porto Empedocle (ISPRA),active,Italy 
1862,40.84221,8.403913,Italy - Porto Torres (ISPRA),active,Italy 
1863,44.49205,12.28273,Italy - Ravenna (ISPRA),active,Italy 
1864,38.12172,15.64892,Italy - Reggio Calabria (ISPRA),active,Italy 
1865,40.67664,14.75084,Italy - Salerno (ISPRA),active,Italy 
1866,42.95512,13.88976,Italy - San Benedetto del Tronto (ISPRA),active,Italy 
1867,37.50454,13.07646,Italy - Sciacca (ISPRA),active,Italy 
1868,40.4756,17.22376,Italy - Taranto (ISPRA),active,Italy 
1869,45.64939,13.75794,Italy - Trieste (ISPRA),active,Italy 
1870,45.41822,12.42653,Italy - Venezia (ISPRA),active,Italy 
1871,41.88808,16.17701,Italy - Vieste (ISPRA),active,Italy 
1872,38.7984,15.1931,Italy - Stromboli Sciara del Fuoco (1min),active,
1873,38.7984,15.1931,Italy - Stromboli Sciara del Fuoco (15 sec),active,
1874,38.7984,15.1931,Italy - Stromboli Sciara del Fuoco (5 sec),active,
1875,-26.35667,-70.64611,Chañaral_CL,active,Chile
1876,-52.9666,-74.0667,Caleta Meteoro_CL,active,Chile
1877,51.04809,2.366698,Dunkerque,active,France
1878,-14.29602,-178.1602,"Leava (Futuna Island, Wallis & Futuna)",active,France
1879,-49.3525,70.0218,Kerguelen Island,active,France
1880,60.15532,-1.145192,Lerwick2,active,UK
1881,-17.0009,-72.1088,Matarani,active,Perú
1882,50.103,-5.54275,Newlyn2,active,UK
1883,-49.132,-74.4219,CL -Puerto Eden_CL,active,Chile
1884,-20.89278,55.53695,Sainte Marie (Reunion island),active,France
1885,-65.25,-64.27,Vernadsky - Faraday,active,Antarctica
1886,6.255,88.792,Station 23227 - Bay of Bengal,active,Off-shore
1887,20.799,65.347,Station 23228 - Arabian Sea,active,Off-shore
1888,36.61112,34.32793,Turkey - Erdemli 30 sec,active,
1889,36.59423,36.17677,Turkey -Iskenderun 30 sec,active,
1890,36.09742,32.94131,Turkey - Bozyazi 30 sec,active,
1891,57.14,-2.08,UK - Aberdeen,active,UK
1892,51.5,-2.73,UK - Avonmouth Portbury,active,UK
1893,54.66,-5.67,UK - Bangor,active,UK
1894,52.72,-4.05,UK - Barmouth,active,UK
1895,50.71,-1.87,UK - Bournemouth,active,UK
1896,-37.02896,-73.15178,CL - Coronel_CL,active,Chile
1897,52.93,1.3,UK - Cromer,active,UK
1898,51.22379,1.40926,UK - Deal Pier,active,UK
1899,51.11,1.32,UK - Dover,active,UK
1900,-66.65195,140.0017,Dumont d'Urville,active,Antarctica
1901,9.55827,-78.94918,UK - El Porvenir,active,Panamá
1902,52.01,-4.98,UK - Fishguard,active,UK
1903,34.84798,24.11978,GR -Gavdos,active,Greece
1904,51.95,1.29,UK - Harwich,active,UK
1905,51.38211,1.11521,UK - Herne Bay,active,UK
1906,54.03,-2.92,UK - Heysham,active,UK
1907,51.21,-3.13,UK - Hinkley Point,active,UK
1908,53.31,-4.62,UK - Holyhead2,active,UK
1909,51.21,-4.11,UK - Ilfracombe,active,UK
1910,53.63,-0.19,UK - Immingham,active,UK
1911,49.18,-2.12,UK - Jersey,active,UK
1912,58.46,-5.05,UK - Kinlochbervie,active,UK
1913,55.99,-3.18,UK - Leith,active,UK
1914,53.45,-3.02,UK - Liverpool,active,UK
1915,53.33,-3.83,UK - Llandudno,active,UK
1916,52.47,1.75,UK - Lowestoft,active,UK
1917,50.74031,-1.50708,UK - Lymington,active,UK
1918,51.71,-5.05,UK - Milford Haven,active,UK
1919,55.75,-4.91,UK - Millport,active,UK
1920,51.57,-3.98,UK - Mumbles,active,UK
1921,50.78,0.06,UK - Newhaven,active,UK
1922,51.55,-2.99,UK - Newport,active,UK
1923,55.01,-1.44,UK - North Shields,active,UK
1924,50.37,-4.19,UK - Plymouth,active,UK
1925,54.84,-5.12,UK - Portpatrick,active,UK
1926,55.21,-6.66,UK - Portrush,active,UK
1927,50.59417,-4.83441,UK - Port Isaac,active,UK
1928,50.8,-1.11,UK - Portsmouth,active,UK
1929,11.23516,-74.22157,Santa Marta,active,Colombia
1930,12.56949,-81.70149,San Andres,active,Colombia
1931,50.65111,-1.15316,UK - Sandown Pier,active,UK
1932,51.45,0.74,UK - Sheerness,active,UK
1933,51.57012,-2.70001,UK - Second Severn Crossing,active,UK
1934,54.65,-3.57,UK - St Marys,active,UK
1935,50.60933,-1.949177,UK - Swanage Pier,active,UK
1936,21.34,-89.30833,Telchac,active,Mexico
1937,50.5439,-3.49179,UK - Teignmouth Pier,active,UK
1938,56.62,-6.06,UK - Tobermory,active,UK
1939,57.9,-5.16,UK - Ullapool,active,UK
1940,50.71017,-2.76398,UK - West Bay Harbour,active,UK
1941,50.61,-2.45,UK - Weymouth,active,UK
1942,54.49,-0.61,UK - Whitby,active,UK
1943,58.44,-3.09,UK - Wic,active,UK
1944,54.65,-3.57,UK - Workington,active,UK
1945,46.488,158.343,Station 21402 - 286NM East of Simushir Island,active,Off-shore
1946,-1.13,-81.769,Station 32066 - Ecuador INOCAR,active,Off-shore
1947,57.14,-2.08,UK - Aberdeen_NOCS,active,UK
1948,51.5,-2.73,UK - Avonmouth Portbury_NOCS,active,UK
1949,54.66,-5.67,UK - Bangor_NOCS,active,UK
1950,52.72,-4.05,UK - Barmouth_NOCS,active,UK
1951,50.71,-1.87,UK - Bournemouth_NOCS,active,UK
1952,52.93,1.3,UK - Cromer_NOCS,active,UK
1953,51.11,1.32,UK - Dover_NOCS,active,UK
1954,52.01,-4.98,UK - Fishguard_NOCS,active,UK
1955,51.95,1.29,UK - Harwich_NOCS,active,UK
1956,54.03,-2.92,UK - Heysham_NOCS,active,UK
1957,51.21,-3.13,UK - Hinkley Point_NOCS,active,UK
1958,53.31,-4.62,UK - Holyhead2_NOCS,active,UK
1959,51.21,-4.11,UK - Ilfracombe_NOCS,active,UK
1960,53.63,-0.19,UK - Immingham_NOCS,active,UK
1961,49.18,-2.12,UK - Jersey_NOCS,active,UK
1962,58.46,-5.05,UK - Kinlochbervie_NOCS,active,UK
1963,55.99,-3.18,UK - Leith_NOCS,active,UK
1964,53.45,-3.02,UK - Liverpool_NOCS,active,UK
1965,53.33,-3.83,UK - Llandudno_NOCS,active,UK
1966,52.47,1.75,UK - Lowestoft_NOCS,active,UK
1967,51.71,-5.05,UK - Milford Haven_NOCS,active,UK
1968,55.75,-4.91,UK - Millport_NOCS,active,UK
1969,51.57,-3.98,UK - Mumbles_NOCS,active,UK
1970,50.78,0.06,UK - Newhaven_NOCS,active,UK
1971,51.55,-2.99,UK - Newport_NOCS,active,UK
1972,55.01,-1.44,UK - North Shields_NOCS,active,UK
1973,50.37,-4.19,UK - Plymouth_NOCS,active,UK
1974,54.84,-5.12,UK - Portpatrick_NOCS,active,UK
1975,55.21,-6.66,UK - Portrush_NOCS,active,UK
1976,50.8,-1.11,UK - Portsmouth_NOCS,active,UK
1977,51.45,0.74,UK - Sheerness_NOCS,active,UK
1978,54.65,-3.57,UK - St Marys_NOCS,active,UK
1979,56.62,-6.06,UK - Tobermory_NOCS,active,UK
1980,57.9,-5.16,UK - Ullapool_NOCS,active,UK
1981,50.61,-2.45,UK - Weymouth_NOCS,active,UK
1982,54.49,-0.61,UK - Whitby_NOCS,active,UK
1983,58.44,-3.09,UK - Wic_NOCS,active,UK
1984,54.65,-3.57,UK - Workington_NOCS,active,UK
1985,60.15,-1.14,UK - Lerwick_NOCS,active,UK
1986,50.1,-5.54,UK - Newlyn_NOCS,active,UK
1987,58.21,-6.39,UK - Stornoway_NOCS,active,UK
1988,39.355,-74.4183,USA - Atlantic city_IOOS,active,USA
1989,46.9043,-124.1051,USA - Westport_IOOS,active,USA
1990,18.3352,-65.6311,USA -Playa de Fajardo_IOOS,active,USA
1992,37.7717,-122.2983,USA - Alameda San Francisco Bay_IOOS,active,USA
1993,-14.28,-170.69,USA_Pago Pago_IOOS,active,USA
1994,8.7316,167.7362,USA_Kwajalein_IOOS,active,USA
1995,17.5907,-61.8206,USA_Barbuda_IOOS,active,USA
1996,17.6947,-64.7538,USA_Lime Tree Bay_IOOS,active,USA
1997,17.75,-64.705,USA_Christiansted_IOOS,active,USA
1998,17.9701,-67.0464,USA_Magueyes Island_IOOS,active,USA
2000,36.1418,23.0037,Kythira (Prs),active,
2001,36.1418,23.0037,Kythira (Rad),active,
2002,35.224,23.6786,Paleochora (Prs),active,
2003,35.224,23.6786,Paleochora (Rad),active,
2004,36.79751,21.9628,Koroni (Prs),active,
2005,36.79751,21.9628,Koroni (Rad),active,
2006,36.1418,23.0037,Kythira_NOA (Prs),active,
2007,36.1418,23.0037,Kythira_NOA (Rad),active,
2008,35.224,23.6786,Paleochora_NOA (Prs),active,
2009,35.224,23.6786,Paleochora_NOA (Rad),active,
2010,36.79751,21.9628,Koroni_NOA (Prs),active,
2011,36.79751,21.9628,Koroni_NOA (Rad),active,
2012,44.7059,30.7783,EUxRO01,active,Romania
2013,32.64,-16.9067,Funchal (IPMA),active,Portugal
2015,41.185,-8.7033,Leixoes (IPMA),active,Portugal
2016,37.7376,-25.6617,Ponte Delgada (IPMA),active,Portugal
2017,39.951,-8.892,Peniche (IPMA),active,Portugal
2018,36.945,-25.1483,Santa Maria (IPMA),active,Portugal
2019,38.5338,-28.6215,Horta (IPMA),active,Portugal
2020,37.945,-8.892,Sines (IPMA),active,Portugal
2021,38.6932,-9.4154,Cascais (IPMA),active,Portugal
2022,37.0988,-8.6668,Lagos (IPMA),active,Portugal
2024,44.3178,30.4135,EUxRO02,active,Romania
2025,43.9791,29.9364,EUxRO03,active,Romania
2026,38.81728,15.25179,Italy - Strombolicchio (ISPRA),active,Italy 
2027,52.09911,4.263019,Scheveningen,active,Netherlands
2028,52.00729,3.403201,Europlatform,active,Netherlands
2030,53.47384,5.396695,Terschelling Noordzee,active,Netherlands
2031,40.233,25.894,Turkey -Gokceada 30 sec,active,
2032,51.23306,2.920556,Ostende,active,
2033,38.49423,-8.930979,SET-01 - Setubal,active,
2034,36.3358,25.4354,Vlychada,active,Greece
2035,37.438,24.9411,Syros,active,Greece
2036,37.9347,23.6212,Peiraias,active,Greece
2037,39.7902,19.9099,Kerkira,active,Greece
2038,38.78518,15.19077,Ginostra (TAD),active,
2039,43.1345,28.4561,RomaniaEUXBg04,active,Romania
2040,43.4312,28.7995,RomaniaEUXBg05,active,Romania
2041,43.8022,28.6055,RomaniaCoastalGauge,active,Romania
2042,44.1608,28.6572,RomaniaSite01,active,Romania
2043,45.1621,29.7269,RomaniaSite02,active,Romania
2044,43.8015,28.595,RomaniaSite03,active,Romania
2045,7.08333,125.6333,Philippines - Davao_PH_rad,active,
2046,18.017,120.483,Philippines - Currimao_Prs,active,
2047,7.03,125.6333,Philippines - Davao_TEST_1,active,
2048,7.04,125.6333,Philippines - Davao_TEST_2,active,
2049,7.05,125.6333,Philippines - DavaoTEST3,active,
2050,38.49423,-8.930979,SET-01-test,active,
2051,38.49423,-8.930979,SET-01-300-test,active,
2052,33.61,-7.61,Casablanca,active,
2053,53.556,6.748,Germany - Borkum 2,active,
2054,45.81,8.62,ARD-01,active,
2056,43.39524,-1.681623,St Jean-de-Luz,active,France
2057,45.55,-1.066667,Le Verdon,active,France
2058,46.15848,-1.220736,La Pallice,active,France
2059,46.49736,-1.793528,Les Sables D Olonne,active,France
2060,47.8737,-3.90738,Concarneau,active,France
2061,38.69316,-9.415384,Cascais,active,Portugal
2062,28.14671,-15.40761,Las Palmas,active,Spain
2063,43.36861,-8.397751,La Coruna,active,Spain
2064,57.144,-2.08022,Aberdeen,active,Spain
2065,48.38285,-4.494838,Brest,active,Spain
2066,51.1144,1.32255,Dover,active,Spain
2067,54.08533,-4.766917,Port Erin,active,Spain
2068,53.86778,8.7175,Cuxhaven,active,Spain
2069,60.154,-1.140381,Lerwick,active,Spain
2070,58.00639,7.554722,Tredge,active,Spain
2071,52.934,1.302,Cromer,active,Spain
2072,46.15894,-1.219317,La Rochelle - La Pallice,active,Spain
2330,64.6659,24.40708,Raahe Lapaluoto ,active,Finland 
2331,60.15363,24.95622,Helsinki Kaivopuisto ,active,Finland 
2333,65.67291,24.51526,Kemi Ajos ,active,Finland 
2336,63.0815,21.57118,Vaasa Vaskiluoto ,active,Finland 
2337,61.13353,21.46343,Rauma Ulko-Petäjäs ,active,Finland 
2338,60.42828,22.10053,Turku Ruissalo Saaronniemi,active,Finland 
2339,65.0403,25.4182,Oulu Toppila ,active,Finland 
2340,63.70857,22.68958,Pietarsaari Leppäluoto ,active,Finland 
2341,62.34395,21.21483,Kaskinen Ådskär ,active,Finland 
2342,60.03188,20.38482,Föglö Degerby ,active,Finland 
2343,59.82287,22.97658,Hanko Pikku Kolalahti,active,Finland 
2344,60.56277,27.1792,Hamina Pitäjänsaari ,active,Finland 
2345,61.59438,21.46343,Pori Mäntyluoto Kallo,active,Finland 
2347,63.67,22.67,Pietarsaaren Golf ,active,Finland 
2348,65.6956,24.6223,Kemi ,active,Finland 
2349,63.096,21.61577,Vaasa ,active,Finland 
2350,60.45148,22.26869,Turku ,active,Finland 
2351,61.12724,21.51127,Rauma ,active,Finland 
2352,64.68333,24.48333,Raahe ,active,Finland 
2353,65.01236,25.46816,Oulu ,active,Finland 
2354,61.58333,21.48333,Mäntyluoto ,active,Finland 
2355,62.3833,21.2167,Kaskinen ,active,Finland 
2356,60.16952,24.93545,Helsinki ,active,Finland 
2357,59.8333,22.95,Hanko,active,
2358,60.56974,27.19794,Hamina,active,Finland 
2359,60.0305,20.38876,Degerby,active,Finland 
2360,43.5237,8.0109,Italy - Imperia 2,active,
2361,36.1139,28.0696,Kalathos,active,Greece
2362,38.4619,23.599,Xalchida Notia,active,Greece
2363,40.6327,22.9055,Thessaloniki,active,Greece
2364,40.9582,17.3014,Monopoli,active,Greece
2365,18.45833,-67.165,Puerto Rico; U.S.A. - Aguadilla (Crash Boat),active,Puerto Rico; U.S.A.
2366,-41.8674,-73.83305,Chile - Ancud,active,Chile
2367,31.63493,34.49376,Israel - Ashkelon,active,Israel
2368,-36.8314,174.7865,New Zealand - Auckland_NZ,active,New Zealand
2369,44.3916,-68.205,USA - Bar_Harbor_ME 2,active,USA
2370,17.29003,-62.70973,St. Kitts & Nevis - Basseterre (Coast Guard Base),active,St. Kitts & Nevis
2371,9.350921,-82.25771,Panamá - Bocas Del Toro,active,Panamá
2372,-40.5811,-73.73702,Chile - Bahia Mansa_CL 2,active,Chile
2373,36.80221,-6.33813,Spain - Bonanza2,active,Spain
2374,43.5273,-1.51483,France - Boucau-Bayonne 2,active,France
2375,50.7275,1.57746,France - Boulogne-Sur-Mer 2,active,France
2376,-34.63938,-72.04623,Chile - Bucalemu_CL,active,Chile
2377,12.18733,-69.01962,Curaçao - Bullen Bay,active,Curaçao
2378,3.8906,-77.0808,Colombia - Buenaventura 1,active,Colombia
2379,3.8906,-77.0808,Colombia - Buenaventura 2,active,Colombia
2380,50.9694,1.86772,France - Calais 2,active,France
2381,13.12991,-61.1955,Saint Vincent & Grenadines - Calliaqua Coast Guard Base,active,Saint Vincent & Grenadines
2382,17.8875,-66.53083,Puerto Rico; U.S.A. - Caja de Muertos,active,Puerto Rico; U.S.A.
2383,36.9743,-1.89959,Spain - Carboneras,active,Spain
2384,10.3914,-75.5369,Colombia - Cartagena,active,Colombia
2385,10.09405,-61.86548,Trinidad & Tobago - Cedros Bay,active,Trinidad & Tobago
2386,15.79,-86.76,Honduras - La Ceiba Cabotaje Harbor,active,Honduras
2387,49.65,-1.63,France - Cherbourg 2,active,France
2388,11.31667,-60.55,Trinidad & Tobago - Charlotteville,active,Trinidad & Tobago
2389,-52.96,-74.066,Chile - Caleta Meteoro_CL,active,Chile
2390,12.32722,-83.06778,Nicaragua - Corn Island,active,Nicaragua
2391,47.8737,-3.90738,France - Concarneau 2,active,France
2392,-35.35592,-72.4581,Chile - Constitucion_CL,active,Chile
2393,-29.95007,-71.3353,Chile - Coquimbo_CL 2,active,Chile
2394,43.35727,-8.38938,Spain - Acoruna,active,Spain
2395,12.48333,-87.1675,Nicaragua - Puerto Corinto,active,Nicaragua
2396,-39.8866,-73.42748,Chile - Corral_CL 2,active,Chile
2397,-37.02861,-73.15173,Chile - Coronel_CL,active,Chile
2398,-42.48089,-73.75846,Chile - Castro_CL 2,active,Chile
2399,49.93,1.085,France - Dieppe 2,active,France
2400,51.04809,2.366698,France - Dunkerque 2,active,France
2401,19.66,57.72,Oman - Duqm,active,Oman
2402,-27.15485,-109.4394,Chile - Easter_CL 2,active,Chile
2403,29.50181,34.91774,Israel - Elat,active,Israel
2404,31.84836,-116.6181,Mexico - Ensenada Test 5/1,active,Mexico
2405,31.84836,-116.6181,Mexico - Ensenada Test 0.1666/0.1666,active,Mexico
2406,43.47618,-8.24851,Spain - Ferrol2,active,Spain
2407,38.73466,1.41903,Spain - Formentera,active,Spain
2408,28.49251,-13.85822,Spain - Fuerteventura,active,Spain
2409,-36.189,175.4889,New Zealand - Great_Barrier_Is,active,New Zealand
2410,19.29506,-81.38348,Cayman Islands - George Town,active,Cayman Islands
2411,43.55803,-5.69835,Spain - Gijon,active,Spain
2412,-40.34944,-9.8803,UK - Gough Island,active,UK
2413,-52.64819,-70.20918,Chile - Bahia Gregorio_CL,active,Chile
2414,34.46666,-120.6667,"USA - Oil Platform Harvest, CA",active,USA
2415,47.026,-2.299,France - L'Herbaudière,active,France
2416,47.02495,-2.29889,France - L'Herbaudière 2,active,France
2417,27.78408,-17.90163,Spain - ElHierro,active,Spain
2418,-28.46082,-71.22383,Chile - Huasco_CL 2,active,Chile
2419,-28.46082,-71.22383,Chile - Huasco_CL 3,active,Chile
2420,15.75006,-96.11689,Mexico - Huatulco,active,Mexico
2421,5.284444,-52.58694,"France - Ile Royale, Kourou, French Guiana",active,France
2422,5.284444,-52.58694,"France - Ile Royale, Kourou, French Guiana 2",active,France
2423,-20.20458,-70.14783,Chile - Iquique_CL 2,active,Chile
2424,18.23096,-72.53539,Haïti - Jacmel,active,Haïti
